ihc-score,her2-status,filename,score-status-combined
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_eec3df3f-de77-4482-8c82-7f76c736c8e3.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3238e0de-b5b3-4afd-89ca-6278540e9596.jpg,0
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_7279b5b8-d37f-4aa5-a756-d1e41d8e754a.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_a6d3d853-27be-4f69-af3d-fbabf4f02bc2.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_77c3ff34-38bc-442a-b520-74f926f556e0.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1bd0d3d6-c6a1-4a77-8d88-48c953461367.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_21d6211c-aec4-4738-be44-bde09dc7e1bd.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_d1c85837-ebf8-45dc-a988-48ce67eb710d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_60959ab2-8a79-4766-b2ba-d117461c38be.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_66447ff2-4379-4c3c-af32-10b6622647e1.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_209e5a76-f24a-4350-a2e1-219d9488f3ee.jpg,0
1,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/1_c36f8694-d2d1-432b-862a-72222661f204.jpg,1
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_45d8ead3-66e5-4232-b82c-d009558e2d8d.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_98168875-c9fd-4924-bf46-94ccbe0500c5.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_5d68e6c8-f44b-4be8-9b24-e79c2ce9cc92.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_544059b1-a887-4359-9fd3-fa27ae2807cd.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ddda25c7-f5c8-486c-88a9-2e704047ebb2.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_46202b84-5b79-4f9c-990c-17cf42398a44.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_629bd2bc-f967-428e-86c8-6c818da210f6.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c2ce5315-cd39-4584-923d-9950027ef047.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_31168412-92ad-4831-b8b6-6e8f86986d0e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c371eade-d008-4a65-b8e2-e70a7e79db72.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1e296c21-982f-4f8b-8b37-be936218dc6b.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ea344866-4fb9-4b54-b05b-fe590aa3c209.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_e4118782-1e9c-4cf7-ad4f-79384990c97a.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_bd1895bc-4fa4-4c63-b645-ca7f01685d3a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_73515cf5-257d-4b43-a8bd-5b5d21de20f4.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_44b86d8c-b67c-45bb-8343-66406c892756.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_b2af3965-7aef-4521-b3cf-994a6e0107b5.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ba784d0f-03fe-4753-9136-4c570766420d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_737bc26b-4356-4446-9121-080dc5ea318d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7cf94644-5b53-4a37-afc0-8b1b2f80dec1.jpg,0
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_ae46f1b1-7b47-4697-9e95-7cc36543a3aa.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_cb464b3b-5e3f-41bf-8f51-f9774e497c1a.jpg,0
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_6ddfa441-73ee-445d-8cf0-796af0d8c191.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_097463c9-e291-42be-8eaa-009e74649905.jpg,0
2,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_f8041864-dbdc-4681-8215-f20e2c9ad806.jpg,2
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ef335b58-fcb4-4404-9e29-970be0b56617.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ae7b6b10-fccc-4290-9880-c7c428b69b5f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7fbb0455-d7dc-4886-89ab-7674055c0132.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_775ac54b-b11f-4e27-a1fb-c7d6fc51ac74.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_3327a0c0-fe64-429e-9afa-328517173152.jpg,4
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_c5cf874e-6ef3-40ba-97cd-27ca419f61b8.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7dd433f1-4f0f-4c3b-8011-3324ab4c5947.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_fdc91422-aad1-4c5a-9b94-dc5d1de09eb1.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_d2478fd8-5d88-4c18-9a93-ccfd714e765f.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_5ea410bd-0941-45d0-a813-5c3847ca76fa.jpg,4
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_3b345001-8cc2-49e0-9394-13b227ab0d8c.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_0ad30924-e989-4bbf-b5b6-e4761e82e049.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7460b285-53a1-464b-8186-911ebf9b4e03.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_4072b1ae-60f4-47b7-be66-3631d3214fb9.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_889d2c59-3f19-4a38-88e8-f0882b837cd3.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_d6e47be2-6e81-4f75-9dbd-7af85164ecd5.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6bebe3b1-6461-4aca-b31d-848ef303b244.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_fcbd738c-2696-4706-b08c-ee406f8218e9.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_eebec6df-55cb-4e77-ba6c-b8f18b31ab2a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_02a8d62a-93f2-4c61-886c-de1a69182bc1.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_d706a3be-d79d-484a-b9d3-e4c7aaf3296f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_421067f2-e3b0-4d08-8c1a-fd2c3d44f826.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_d81c7d85-430f-479a-a01b-028350472d7f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c34ba34d-4e6e-4932-9968-94c964356666.jpg,0
1,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/1_6e7c733d-9088-45f4-80c5-012ae9a9e401.jpg,1
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_0d7b187d-a871-4ed4-aff9-ba14ff83fd95.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_61d31fde-9efa-49d6-a0e8-8a687aaf7b7b.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_9b584480-e3fc-4012-8bbb-f3a165abf20f.jpg,4
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_ac9cc82e-44eb-4346-b187-a98643b8104f.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3eea9d39-fcb2-4c4c-8071-efcef684c01e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7a43317d-5b5f-4345-b512-29c1d9b4492b.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_751f71be-de59-42a1-86b8-ebabc408a812.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_2301d054-b12c-4c3a-b295-40e20eb5c21e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3828f13e-756e-44c3-b2fa-ef9f48b3a696.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_04db567e-fa8f-4495-96f1-aa1591163d7a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_24661549-9bb2-478b-870a-5491df554eb4.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_f8dc940e-e455-4994-814e-2c61838476a4.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_70dbbb10-54d8-4887-a836-09437b7a121e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_924b09d4-3242-4314-95d1-313257b87a9b.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3f5103ea-d6da-4024-883d-dc6c03649ddc.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_74d76abc-4a51-41d1-afd8-72cc8cebbcde.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1759c842-3c62-4ff2-8b41-b7483e41dc5e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_87127271-7411-401a-b60d-b19b9e37b67f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_dd4e254e-2764-4af3-9bf4-1f83dd837d14.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_be6d92c0-6216-4691-8e0d-94285bdb28fa.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_3e238d55-6459-416f-b12f-f5d26ca2bd21.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6c6291e0-820b-4ce3-9799-c9d8090a32bc.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3f27835a-87d9-4842-8cf2-3ed95f0751f7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_686c4cff-8a2a-4742-89e2-dc069401af5c.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_fce19caa-9be2-4b67-bf39-7a2c16c8162a.jpg,0
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_5173d652-03c1-42db-a54b-f8eac62ea83a.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_fc985e5e-4ac3-4f9a-b13a-00b21df2c80d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_54812cae-76d7-4052-ad33-52efc1054868.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_442bf459-cd0f-4518-861e-0d52d6fcc383.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_faf2e241-17e8-4c88-b74b-62ee05fc9d31.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_fef17120-fcba-44fe-abd3-56d697194622.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6055e5f4-a839-4625-a588-64a96c39d5d7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_682bf032-202d-4cd1-860b-f19ccf16875f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_688af327-bcb6-4099-90e3-c35460b81d84.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c05e003b-bbb9-4c3f-ae5a-227a0381703a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3b2be4ea-7289-4101-b223-090c661e2592.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_949ad4b9-a4fa-4c49-b328-a62926b75d1b.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c4be8fc9-6ce3-4936-b8df-fb0c24daf1d3.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_da885f5c-0c77-4eab-a0fb-7f9469b1b770.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_dc250076-24e7-47ed-9588-d05f67f562e7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3473533f-cb8b-40ce-8ed2-a41b3ecb6e70.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_8b9ba44b-1b21-46d2-9dfb-334c99adcec7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_55621d15-d69f-487a-b813-cdcb12bfaf2e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6675eec0-d93c-4d1c-afe3-73b326e15ad2.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_88aa76ca-4742-47f4-870a-1086e01b10f5.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_352738cb-c327-4d89-97ea-d8bd158e088f.jpg,0
2,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_0071de38-9240-4828-a428-69073f037408.jpg,2
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_f51bc6e3-977f-4f66-b8c3-ad7744c04c58.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_62a40916-1f40-44d2-a1f0-ef2370c02f0c.jpg,4
1,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/1_bb1a075f-82ec-4454-b12c-84fbc439f1cc.jpg,1
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3a16dc27-d91e-4b15-9b8d-03945b68fb7c.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_920b2d34-119a-4b6d-937b-c7f4e574ca7c.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_42f13466-fb81-4a09-aae3-f4ec2dc5ba53.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_344b0807-32a7-4f6e-8f10-bec0852f76c7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_67d92f3d-8e4d-494f-8e8e-5f1f14c32375.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_242aa512-a9bd-4389-b0a4-64938f914bd6.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1cf04b19-7dec-44cf-9d56-fbdd50404311.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_cdf7f6fb-704e-48d2-83ca-0b7bc36ff5a5.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_5ef36c08-a7c0-4c49-86e6-02f22e4d20da.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1ce54e9d-a90a-4689-b02e-53f18890b620.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_f21ce07e-d582-483c-99bc-5cc4d8f10622.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_93426239-4381-4c4c-bf43-d55011ae83ff.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_0773c5be-5c93-4f3e-9642-f1b3fa30a622.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_085da900-4cc9-4020-bd60-92eee84546e0.jpg,4
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_95f0d755-7b60-4879-9c4d-633442d81aa3.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_5cbed96b-5034-41b9-aa2f-1512afb2667a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_4e9fdae2-d34d-402b-b119-273ac8490ae3.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_eddd0095-ab50-433f-904f-80dbdf984b96.jpg,0
1,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/1_808324e4-6a44-465a-857d-c2f3f82526af.jpg,1
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_f3526940-7d77-43cb-8c7c-2a4833ccbba7.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_b1074fbc-d81d-49d5-8226-ba25a0d3b59f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_36744855-3afc-478a-a238-798b89b24233.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_2f961e13-4464-4c0d-829b-0d50c9e8c74c.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_f7bc44db-27b3-476e-aec4-fa64d9e4ca9e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_c318bac4-2557-4636-90d4-60435a716516.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7f48b8c4-847e-4c7d-86db-9007452bb395.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_7f036df2-cbf9-4ada-b398-2b9a76030ffc.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3be65d05-dd3f-4d08-b993-37ff4447c178.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6c49f4a0-48ba-4c6a-ad5c-622d6ab6359f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_d6a30706-8066-4108-8cdd-fd17ef842139.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_5092b1ca-bed0-4378-b3f0-88a3d5658f92.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_4100c2d2-e9b7-4c62-b2a7-9bf703ec271f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3aea20ff-b35c-4ca2-9b49-223cabacd23d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_54555dac-69ed-41fc-b978-dafe4653b94f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_314ee29a-70b4-4db1-a4c4-1ecfac517a6f.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_3d7b56a6-1b1d-4241-9042-6cf6fde8ac62.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_2c5818b5-f38e-45ed-baf4-e68c690bb648.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1b5ef406-0c67-4a07-9b6f-b27598d4e0f7.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_9184a351-910d-4e9c-9733-f94eae1265eb.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_916a2662-c5be-474e-a98d-e87c3a7e042d.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_6119a472-f015-4f87-92f7-dcfd7bf87258.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_54661d20-7078-498d-b009-a74f62986a71.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_ed99a44a-a19f-470a-a158-e733922e30f1.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_96db95b0-cdc4-4041-a2e4-09473397ed3e.jpg,0
3,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/3_e1f58478-8e9d-49a5-9ace-c3ce3abd14b3.jpg,4
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_b27bcd68-f825-40d3-8fdc-362fe027293e.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_b76e8db0-989b-4f3f-9e1a-5a2fa04dd27a.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_947c232b-1950-406c-b836-2aaaca034518.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_26182d05-4b17-4807-808d-ad1b02ab8785.jpg,0
2,1,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/2_01b29c1b-90c3-45dd-9031-f27412bc3f9f.jpg,3
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_a4cdc047-8376-4315-bdaf-fc257d75f4c4.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_8222c289-806b-4cbd-8751-095e6087d2c3.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_b4046c92-5689-4217-a84b-d8fd84cd9dff.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_1b2c8753-05e8-43d0-bb8f-b46b90000efc.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_be23c7b9-c10f-48ea-8e7f-d9fea3322105.jpg,0
0,0,/projects/ag-bozek/data/tma-esophagus/Her2-images/Her2-Small/0_dec9345f-5e3a-4c80-86ca-327ac6de688e.jpg,0
